,id,shelf,shelf_name,division,book,book_name,page,path,formula,tabulated,num_n,num_k,wl_n_min,wl_n_max,wl_k_min,wl_k_max
1227,1227,glass,GLASS - glasses,Optical glass - CDGM,CDGM-ZF,CDGM - ZF (Dense flint),ZF8,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/cdgm/ZF8.yml,3,,0,0,0.365,0.7065,0.0,inf
1228,1228,glass,GLASS - glasses,Optical glass - CDGM,CDGM-ZF,CDGM - ZF (Dense flint),ZF10,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/cdgm/ZF10.yml,3,,0,0,0.365,0.7065,0.0,inf
1229,1229,glass,GLASS - glasses,Optical glass - CDGM,CDGM-ZF,CDGM - ZF (Dense flint),ZF11,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/cdgm/ZF11.yml,3,,0,0,0.365,0.7065,0.0,inf
1230,1230,glass,GLASS - glasses,Optical glass - CDGM,CDGM-ZF,CDGM - ZF (Dense flint),ZF12,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/cdgm/ZF12.yml,3,,0,0,0.365,0.7065,0.0,inf
1231,1231,glass,GLASS - glasses,Optical glass - CDGM,CDGM-ZF,CDGM - ZF (Dense flint),ZF13,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/cdgm/ZF13.yml,3,,0,0,0.365,0.7065,0.0,inf
1232,1232,glass,GLASS - glasses,Optical glass - CDGM,CDGM-ZF,CDGM - ZF (Dense flint),ZF50,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/cdgm/ZF50.yml,3,,0,0,0.365,0.7065,0.0,inf
1233,1233,glass,GLASS - glasses,Optical glass - CDGM,CDGM-ZF,CDGM - ZF (Dense flint),ZF51,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/cdgm/ZF51.yml,3,,0,0,0.365,0.7065,0.0,inf
1234,1234,glass,GLASS - glasses,Optical glass - CDGM,CDGM-ZF,CDGM - ZF (Dense flint),H-ZF1,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/cdgm/H-ZF1.yml,3,,0,0,0.365,0.7065,0.0,inf
1235,1235,glass,GLASS - glasses,Optical glass - CDGM,CDGM-ZF,CDGM - ZF (Dense flint),H-ZF2,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/cdgm/H-ZF2.yml,3,,0,0,0.365,0.7065,0.0,inf
1236,1236,glass,GLASS - glasses,Optical glass - CDGM,CDGM-ZF,CDGM - ZF (Dense flint),H-ZF3,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/cdgm/H-ZF3.yml,3,,0,0,0.365,0.7065,0.0,inf
1237,1237,glass,GLASS - glasses,Optical glass - CDGM,CDGM-ZF,CDGM - ZF (Dense flint),H-ZF4,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/cdgm/H-ZF4.yml,3,,0,0,0.365,0.7065,0.0,inf
1238,1238,glass,GLASS - glasses,Optical glass - CDGM,CDGM-ZF,CDGM - ZF (Dense flint),H-ZF5,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/cdgm/H-ZF5.yml,3,,0,0,0.365,0.7065,0.0,inf
1239,1239,glass,GLASS - glasses,Optical glass - CDGM,CDGM-ZF,CDGM - ZF (Dense flint),H-ZF6,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/cdgm/H-ZF6.yml,3,,0,0,0.365,0.7065,0.0,inf
1240,1240,glass,GLASS - glasses,Optical glass - CDGM,CDGM-ZF,CDGM - ZF (Dense flint),H-ZF7LA,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/cdgm/H-ZF7LA.yml,3,,0,0,0.365,0.7065,0.0,inf
1241,1241,glass,GLASS - glasses,Optical glass - CDGM,CDGM-ZF,CDGM - ZF (Dense flint),H-ZF10,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/cdgm/H-ZF10.yml,3,,0,0,0.365,0.7065,0.0,inf
1242,1242,glass,GLASS - glasses,Optical glass - CDGM,CDGM-ZF,CDGM - ZF (Dense flint),H-ZF11,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/cdgm/H-ZF11.yml,3,,0,0,0.365,0.7065,0.0,inf
1243,1243,glass,GLASS - glasses,Optical glass - CDGM,CDGM-ZF,CDGM - ZF (Dense flint),H-ZF12,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/cdgm/H-ZF12.yml,3,,0,0,0.365,0.7065,0.0,inf
1244,1244,glass,GLASS - glasses,Optical glass - CDGM,CDGM-ZF,CDGM - ZF (Dense flint),H-ZF13,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/cdgm/H-ZF13.yml,3,,0,0,0.365,0.7065,0.0,inf
1245,1245,glass,GLASS - glasses,Optical glass - CDGM,CDGM-ZF,CDGM - ZF (Dense flint),H-ZF50,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/cdgm/H-ZF50.yml,3,,0,0,0.365,0.7065,0.0,inf
1246,1246,glass,GLASS - glasses,Optical glass - CDGM,CDGM-ZF,CDGM - ZF (Dense flint),H-ZF52A,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/cdgm/H-ZF52A.yml,3,,0,0,0.365,0.7065,0.0,inf
1247,1247,glass,GLASS - glasses,Optical glass - CDGM,CDGM-ZF,CDGM - ZF (Dense flint),H-ZF62,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/cdgm/H-ZF62.yml,3,,0,0,0.365,1.014,0.0,inf
1248,1248,glass,GLASS - glasses,Optical glass - CDGM,CDGM-ZLAF,CDGM - ZLAF (Dense lanthanum flint),H-ZLAF50B,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/cdgm/H-ZLAF50B.yml,3,,0,0,0.365,0.7065,0.0,inf
1249,1249,glass,GLASS - glasses,Optical glass - CDGM,CDGM-ZLAF,CDGM - ZLAF (Dense lanthanum flint),H-ZLAF51,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/cdgm/H-ZLAF51.yml,3,,0,0,0.365,0.7065,0.0,inf
1250,1250,glass,GLASS - glasses,Optical glass - CDGM,CDGM-ZLAF,CDGM - ZLAF (Dense lanthanum flint),H-ZLAF52,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/cdgm/H-ZLAF52.yml,3,,0,0,0.365,0.7065,0.0,inf
1251,1251,glass,GLASS - glasses,Optical glass - CDGM,CDGM-ZLAF,CDGM - ZLAF (Dense lanthanum flint),H-ZLAF53A,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/cdgm/H-ZLAF53A.yml,3,,0,0,0.365,0.7065,0.0,inf
1252,1252,glass,GLASS - glasses,Optical glass - CDGM,CDGM-ZLAF,CDGM - ZLAF (Dense lanthanum flint),H-ZLAF55A,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/cdgm/H-ZLAF55A.yml,3,,0,0,0.365,0.7065,0.0,inf
1253,1253,glass,GLASS - glasses,Optical glass - CDGM,CDGM-ZLAF,CDGM - ZLAF (Dense lanthanum flint),H-ZLAF56A,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/cdgm/H-ZLAF56A.yml,3,,0,0,0.365,0.7065,0.0,inf
1254,1254,glass,GLASS - glasses,Optical glass - CDGM,CDGM-ZLAF,CDGM - ZLAF (Dense lanthanum flint),H-ZLAF66,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/cdgm/H-ZLAF66.yml,3,,0,0,0.365,0.7065,0.0,inf
1255,1255,glass,GLASS - glasses,Optical glass - CDGM,CDGM-ZLAF,CDGM - ZLAF (Dense lanthanum flint),H-ZLAF68,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/cdgm/H-ZLAF68.yml,3,,0,0,0.365,1.014,0.0,inf
1256,1256,glass,GLASS - glasses,Optical glass - CDGM,CDGM-ZLAF,CDGM - ZLAF (Dense lanthanum flint),H-ZLAF75,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/cdgm/H-ZLAF75.yml,3,,0,0,0.365,1.014,0.0,inf
1257,1257,glass,GLASS - glasses,Optical glass - CDGM,CDGM-F,CDGM - F (Flint),F1,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/cdgm/F1.yml,3,,0,0,0.365,0.7065,0.0,inf
1258,1258,glass,GLASS - glasses,Optical glass - CDGM,CDGM-F,CDGM - F (Flint),F2,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/cdgm/F2.yml,3,,0,0,0.365,0.7065,0.0,inf
1259,1259,glass,GLASS - glasses,Optical glass - CDGM,CDGM-F,CDGM - F (Flint),F3,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/cdgm/F3.yml,3,,0,0,0.365,0.7065,0.0,inf
1260,1260,glass,GLASS - glasses,Optical glass - CDGM,CDGM-F,CDGM - F (Flint),F4,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/cdgm/F4.yml,3,,0,0,0.365,0.7065,0.0,inf
1261,1261,glass,GLASS - glasses,Optical glass - CDGM,CDGM-F,CDGM - F (Flint),F5,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/cdgm/F5.yml,3,,0,0,0.365,0.7065,0.0,inf
1262,1262,glass,GLASS - glasses,Optical glass - CDGM,CDGM-F,CDGM - F (Flint),F6,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/cdgm/F6.yml,3,,0,0,0.365,0.7065,0.0,inf
1263,1263,glass,GLASS - glasses,Optical glass - CDGM,CDGM-F,CDGM - F (Flint),F7,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/cdgm/F7.yml,3,,0,0,0.365,0.7065,0.0,inf
1264,1264,glass,GLASS - glasses,Optical glass - CDGM,CDGM-F,CDGM - F (Flint),F13,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/cdgm/F13.yml,3,,0,0,0.365,0.7065,0.0,inf
1265,1265,glass,GLASS - glasses,Optical glass - CDGM,CDGM-F,CDGM - F (Flint),H-F1,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/cdgm/H-F1.yml,3,,0,0,0.365,0.7065,0.0,inf
1266,1266,glass,GLASS - glasses,Optical glass - CDGM,CDGM-F,CDGM - F (Flint),H-F4,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/cdgm/H-F4.yml,3,,0,0,0.365,0.7065,0.0,inf
1267,1267,glass,GLASS - glasses,Optical glass - CDGM,CDGM-F,CDGM - F (Flint),H-F13,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/cdgm/H-F13.yml,3,,0,0,0.365,0.7065,0.0,inf
1268,1268,glass,GLASS - glasses,Optical glass - CDGM,CDGM-F,CDGM - F (Flint),H-F51,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/cdgm/H-F51.yml,3,,0,0,0.365,0.7065,0.0,inf
1269,1269,glass,GLASS - glasses,Optical glass - CDGM,CDGM-FK,CDGM - FK (Fluor crown),H-FK61,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/cdgm/H-FK61.yml,3,,0,0,0.365,0.7065,0.0,inf
1270,1270,glass,GLASS - glasses,Optical glass - CDGM,CDGM-LAK,CDGM - LAK (Lanthanum crown),H-LAK3,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/cdgm/H-LAK3.yml,3,,0,0,0.365,0.7065,0.0,inf
1271,1271,glass,GLASS - glasses,Optical glass - CDGM,CDGM-LAK,CDGM - LAK (Lanthanum crown),H-LAK4L,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/cdgm/H-LAK4L.yml,3,,0,0,0.365,0.7065,0.0,inf
1272,1272,glass,GLASS - glasses,Optical glass - CDGM,CDGM-LAK,CDGM - LAK (Lanthanum crown),H-LAK5A,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/cdgm/H-LAK5A.yml,3,,0,0,0.365,0.7065,0.0,inf
1273,1273,glass,GLASS - glasses,Optical glass - CDGM,CDGM-LAK,CDGM - LAK (Lanthanum crown),H-LAK7,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/cdgm/H-LAK7.yml,3,,0,0,0.365,0.7065,0.0,inf
1274,1274,glass,GLASS - glasses,Optical glass - CDGM,CDGM-LAK,CDGM - LAK (Lanthanum crown),H-LAK8A,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/cdgm/H-LAK8A.yml,3,,0,0,0.365,0.7065,0.0,inf
1275,1275,glass,GLASS - glasses,Optical glass - CDGM,CDGM-LAK,CDGM - LAK (Lanthanum crown),H-LAK10,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/cdgm/H-LAK10.yml,3,,0,0,0.365,0.7065,0.0,inf
1276,1276,glass,GLASS - glasses,Optical glass - CDGM,CDGM-LAK,CDGM - LAK (Lanthanum crown),H-LAK50,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/cdgm/H-LAK50.yml,3,,0,0,0.365,0.7065,0.0,inf
1277,1277,glass,GLASS - glasses,Optical glass - CDGM,CDGM-LAK,CDGM - LAK (Lanthanum crown),H-LAK51,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/cdgm/H-LAK51.yml,3,,0,0,0.365,0.7065,0.0,inf
1278,1278,glass,GLASS - glasses,Optical glass - CDGM,CDGM-LAK,CDGM - LAK (Lanthanum crown),H-LAK52,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/cdgm/H-LAK52.yml,3,,0,0,0.365,0.7065,0.0,inf
1279,1279,glass,GLASS - glasses,Optical glass - CDGM,CDGM-LAK,CDGM - LAK (Lanthanum crown),H-LAK53A,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/cdgm/H-LAK53A.yml,3,,0,0,0.365,0.7065,0.0,inf
1280,1280,glass,GLASS - glasses,Optical glass - CDGM,CDGM-LAK,CDGM - LAK (Lanthanum crown),H-LAK54,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/cdgm/H-LAK54.yml,3,,0,0,0.365,0.7065,0.0,inf
1281,1281,glass,GLASS - glasses,Optical glass - CDGM,CDGM-LAK,CDGM - LAK (Lanthanum crown),H-LAK61,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/cdgm/H-LAK61.yml,3,,0,0,0.365,0.7065,0.0,inf
1282,1282,glass,GLASS - glasses,Optical glass - CDGM,CDGM-LAK,CDGM - LAK (Lanthanum crown),H-LAK67,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/cdgm/H-LAK67.yml,3,,0,0,0.365,0.7065,0.0,inf
1283,1283,glass,GLASS - glasses,Optical glass - CDGM,CDGM-LAF,CDGM - LAF (Lanthanum flint),H-LAF2,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/cdgm/H-LAF2.yml,3,,0,0,0.365,0.7065,0.0,inf
1284,1284,glass,GLASS - glasses,Optical glass - CDGM,CDGM-LAF,CDGM - LAF (Lanthanum flint),H-LAF3,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/cdgm/H-LAF3.yml,3,,0,0,0.365,0.7065,0.0,inf
1285,1285,glass,GLASS - glasses,Optical glass - CDGM,CDGM-LAF,CDGM - LAF (Lanthanum flint),H-LAF4,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/cdgm/H-LAF4.yml,3,,0,0,0.365,0.7065,0.0,inf
1286,1286,glass,GLASS - glasses,Optical glass - CDGM,CDGM-LAF,CDGM - LAF (Lanthanum flint),H-LAF6LA,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/cdgm/H-LAF6LA.yml,3,,0,0,0.365,0.7065,0.0,inf
1287,1287,glass,GLASS - glasses,Optical glass - CDGM,CDGM-LAF,CDGM - LAF (Lanthanum flint),H-LAF10L,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/cdgm/H-LAF10L.yml,3,,0,0,0.365,0.7065,0.0,inf
1288,1288,glass,GLASS - glasses,Optical glass - CDGM,CDGM-LAF,CDGM - LAF (Lanthanum flint),H-LAF50A,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/cdgm/H-LAF50A.yml,3,,0,0,0.365,0.7065,0.0,inf
1289,1289,glass,GLASS - glasses,Optical glass - CDGM,CDGM-LAF,CDGM - LAF (Lanthanum flint),H-LAF52,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/cdgm/H-LAF52.yml,3,,0,0,0.365,0.7065,0.0,inf
1290,1290,glass,GLASS - glasses,Optical glass - CDGM,CDGM-LAF,CDGM - LAF (Lanthanum flint),H-LAF53,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/cdgm/H-LAF53.yml,3,,0,0,0.365,0.7065,0.0,inf
1291,1291,glass,GLASS - glasses,Optical glass - CDGM,CDGM-LAF,CDGM - LAF (Lanthanum flint),H-LAF54,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/cdgm/H-LAF54.yml,3,,0,0,0.365,0.7065,0.0,inf
1292,1292,glass,GLASS - glasses,Optical glass - CDGM,CDGM-LAF,CDGM - LAF (Lanthanum flint),H-LAF62,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/cdgm/H-LAF62.yml,3,,0,0,0.365,0.7065,0.0,inf
1293,1293,glass,GLASS - glasses,Optical glass - CDGM,CDGM-QK,CDGM - QK (Light crown),H-QK1,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/cdgm/H-QK1.yml,3,,0,0,0.365,0.7065,0.0,inf
1294,1294,glass,GLASS - glasses,Optical glass - CDGM,CDGM-QK,CDGM - QK (Light crown),H-QK3,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/cdgm/H-QK3.yml,3,,0,0,0.365,0.7065,0.0,inf
1295,1295,glass,GLASS - glasses,Optical glass - CDGM,CDGM-QK,CDGM - QK (Light crown),H-QK3L,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/cdgm/H-QK3L.yml,3,,0,0,0.365,0.7065,0.0,inf
1296,1296,glass,GLASS - glasses,Optical glass - CDGM,CDGM-QF,CDGM - QF (Light flint),QF1,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/cdgm/QF1.yml,3,,0,0,0.365,0.7065,0.0,inf
1297,1297,glass,GLASS - glasses,Optical glass - CDGM,CDGM-QF,CDGM - QF (Light flint),QF3,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/cdgm/QF3.yml,3,,0,0,0.365,0.7065,0.0,inf
1298,1298,glass,GLASS - glasses,Optical glass - CDGM,CDGM-QF,CDGM - QF (Light flint),QF5,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/cdgm/QF5.yml,3,,0,0,0.365,0.7065,0.0,inf
1299,1299,glass,GLASS - glasses,Optical glass - CDGM,CDGM-QF,CDGM - QF (Light flint),QF6,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/cdgm/QF6.yml,3,,0,0,0.365,0.7065,0.0,inf
1300,1300,glass,GLASS - glasses,Optical glass - CDGM,CDGM-QF,CDGM - QF (Light flint),QF8,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/cdgm/QF8.yml,3,,0,0,0.365,0.7065,0.0,inf
1301,1301,glass,GLASS - glasses,Optical glass - CDGM,CDGM-QF,CDGM - QF (Light flint),QF50,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/cdgm/QF50.yml,3,,0,0,0.365,0.7065,0.0,inf
1302,1302,glass,GLASS - glasses,Optical glass - CDGM,CDGM-QF,CDGM - QF (Light flint),H-QF1,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/cdgm/H-QF1.yml,3,,0,0,0.365,0.7065,0.0,inf
1303,1303,glass,GLASS - glasses,Optical glass - CDGM,CDGM-QF,CDGM - QF (Light flint),H-QF3,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/cdgm/H-QF3.yml,3,,0,0,0.365,0.7065,0.0,inf
1304,1304,glass,GLASS - glasses,Optical glass - CDGM,CDGM-QF,CDGM - QF (Light flint),H-QF6,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/cdgm/H-QF6.yml,3,,0,0,0.365,0.7065,0.0,inf
1305,1305,glass,GLASS - glasses,Optical glass - CDGM,CDGM-QF,CDGM - QF (Light flint),H-QF8,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/cdgm/H-QF8.yml,3,,0,0,0.365,0.7065,0.0,inf
1306,1306,glass,GLASS - glasses,Optical glass - CDGM,CDGM-QF,CDGM - QF (Light flint),H-QF50,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/cdgm/H-QF50.yml,3,,0,0,0.365,0.7065,0.0,inf
1307,1307,glass,GLASS - glasses,Optical glass - CDGM,CDGM-QF,CDGM - QF (Light flint),H-QF56,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/cdgm/H-QF56.yml,3,,0,0,0.365,0.7065,0.0,inf
1308,1308,glass,GLASS - glasses,Optical glass - CDGM,CDGM-TF,CDGM - TF (Special flint),TF3,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/cdgm/TF3.yml,3,,0,0,0.365,0.7065,0.0,inf
1309,1309,glass,GLASS - glasses,Optical glass - CDGM,CDGM-D,CDGM - D- (Low softening glass),D-ZK2L,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/cdgm/D-ZK2L.yml,3,,0,0,0.365,0.7065,0.0,inf
1310,1310,glass,GLASS - glasses,Optical glass - CDGM,CDGM-D,CDGM - D- (Low softening glass),D-K9L,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/cdgm/D-K9L.yml,3,,0,0,0.365,0.7065,0.0,inf
1311,1311,glass,GLASS - glasses,Optical glass - CDGM,CDGM-D,CDGM - D- (Low softening glass),D-LAK70,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/cdgm/D-LAK70.yml,3,,0,0,0.365,0.7065,0.0,inf
1312,1312,glass,GLASS - glasses,Optical glass - CDGM,CDGM-D,CDGM - D- (Low softening glass),D-LAF79,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/cdgm/D-LAF79.yml,3,,0,0,0.365,0.7065,0.0,inf
1313,1313,glass,GLASS - glasses,Optical glass - HOYA,HOYA-FC,HOYA - FC (Fluor crown),FC5,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/hoya/FC5.yml,3,,0,0,0.28,1.55,0.0,inf
1314,1314,glass,GLASS - glasses,Optical glass - HOYA,HOYA-FCD,HOYA - FCD (Dense fluor crown),FCD1,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/hoya/FCD1.yml,3,,0,0,0.28,1.55,0.0,inf
1315,1315,glass,GLASS - glasses,Optical glass - HOYA,HOYA-FCD,HOYA - FCD (Dense fluor crown),FCD10,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/hoya/FCD10.yml,3,,0,0,0.28,1.55,0.0,inf
1316,1316,glass,GLASS - glasses,Optical glass - HOYA,HOYA-PCD,HOYA - PCD (Dense phosphate crown),PCD4,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/hoya/PCD4.yml,3,,0,0,0.28,1.55,0.0,inf
1317,1317,glass,GLASS - glasses,Optical glass - HOYA,HOYA-PCD,HOYA - PCD (Dense phosphate crown),M-PCD4,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/hoya/M-PCD4.yml,3,,0,0,0.33,1.55,0.0,inf
1318,1318,glass,GLASS - glasses,Optical glass - HOYA,HOYA-PCD,HOYA - PCD (Dense phosphate crown),M-PCD51,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/hoya/M-PCD51.yml,3,,0,0,0.28,1.55,0.0,inf
1319,1319,glass,GLASS - glasses,Optical glass - HOYA,HOYA-BSD,HOYA - BSD (Boro silicate crown),BSC7,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/hoya/BSC7.yml,3,,0,0,0.28,1.55,0.0,inf
1320,1320,glass,GLASS - glasses,Optical glass - HOYA,HOYA-C,HOYA - C (Crown),E-C3,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/hoya/E-C3.yml,3,,0,0,0.28,1.55,0.0,inf
1321,1321,glass,GLASS - glasses,Optical glass - HOYA,HOYA-BaC,HOYA - BaC (Barium crown),BAC4,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/hoya/BAC4.yml,3,,0,0,0.28,1.55,0.0,inf
1322,1322,glass,GLASS - glasses,Optical glass - HOYA,HOYA-BaCD,HOYA - BaCD (Dense barium crown),BACD2,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/hoya/BACD2.yml,3,,0,0,0.3,1.55,0.0,inf
1323,1323,glass,GLASS - glasses,Optical glass - HOYA,HOYA-BaCD,HOYA - BaCD (Dense barium crown),BACD4,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/hoya/BACD4.yml,3,,0,0,0.29,1.55,0.0,inf
1324,1324,glass,GLASS - glasses,Optical glass - HOYA,HOYA-BaCD,HOYA - BaCD (Dense barium crown),BACD5,/home/mnishida/usr/lib/site-packages/RII_Pandas/data/refractiveindex.info-database/database/glass/hoya/BACD5.yml,3,,0,0,0.28,1.55,0.0,inf
